제목,내용,paragraph,question,answer,id,answer_start_pos,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,"다른 사람이나 다른 무언가로 부터 오는 자존감에 대한 감각에 열려있는 당신은 누가 건강한 자존감을 보이는지 잘 알 수 있는 사람입니다. 지나치게 낮은 자존감으로 인해 문제를 겪든, 지나치게 높은 자존감으로 인해 착각에 빠져있든, '자존감'을 표현하려고 하거나, 뭔가 입증을 하려고 하는 것 자체는 당신과는 전혀 관계가 없습니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있지만. 이는 문제가 아닙니다. 하지만 이를 문제로 여길 때, 당신은 끊임없이 자신을 다른 사람이나 다른 무언가와 비교하며 더욱 더 괴로워질 것입니다. 그러나 그럴 필요가 없습니다. 당신은 다른 누구보다, 다른 무엇보다 잘나기 위해 입증을 해 보여야 하는 사람이 아닙니다. 전체 인류의 약 63%는 이 센터가 정의되어 있지 않습니다.",잘난척을 하는 것은 안되는건가요?,"당신은 다른 누구보다, 다른 무엇보다 잘나기 위해 입증을 해 보여야 하는 사람이 아닙니다.",4-13-4,127.0,,,,,,,,,,,,,,,,,,,
방향센터(UNDEFINED),"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 변화는 늘 불안감을 가져오기 때문에 당신은 하나의 목표, 한 길만을 가려고 합니다. 또한 누구와 있느냐에 따라 달라지는 자신을 보면서 '내가 누구지? 나는 왜 자꾸 변하지?'라는 의문이 들어 혼란스럽습니다. 그래서 '나는 누구인가?'라는 의문에 대한 답을 찾아 이리저리 돌아다니기도 합니다. 하지만 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향 조건화입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있지만. 이는 문제가 아닙니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.","다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",저는 어떤 사람인가요?,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다.",4-14-0,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",방향센터가 정의되어 있지 않은 사람은 어떤 사람인가요?,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다.",4-14-1,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",저는 다른 사람들로부터 어떤 영향을 받나요?,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다.",4-14-2,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",저는 어떠한 잠재성이 있나요?,"당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다.",4-14-3,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",제 잠재성은 무엇인가요?,"당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다.",4-14-4,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",제가 지혜로워지려면 어떻게 해야 하나요?,"당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다.",4-14-5,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로부터 사랑, 방향, 정체성에 대한 영향을 받는 당신은 삶에서 다양한 사랑, 방향, 정체성을 경험하는 사람입니다. 삶에는 다양한 방향이 존재합니다. 당신이 스스로 그렇다는 것을 알든 모르든, 방향, 즉 어디로 가야할지 모르겠는 당신은 하나의 길만을 가는 사람이 아닙니다. 방향은 늘 변하고, 목적지를 알지 못해도 당신은 어디로든 가고는 있습니다. 당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다. 전체 인류의 약 43%는 이 센터가 정의되어 있지 않습니다.",지혜로워지는 방법은 무엇인가요?,"당신은 다양한 사람들의 사랑, 방향, 정체성을 경험하는 것을 통해 지혜로워질 잠재성이 있습니다.",4-14-6,0.0,,,,,,,,,,,,,,,,,,,
표현센터(UNDEFINED),"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. '무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다. 당신이 먼저 말을 시작하기 보다는 가능한 다른 사람들이 당신에게 말을 걸었을 때, 얘기를 시작하는 것이 좋습니다. 당신은 다양한 방식으로 표현을 할 수 있으며, 누구의 말이 더 신뢰할 수 있는지를 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 28%는 이 센터가 정의되어 있지 않습니다.","다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. 무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",저는 어떤 사람인가요?,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다.",4-15-0,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. 무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",표현센터가 정의되어 있지 않은 사람은 어떤 사람인가요?,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다.",4-15-1,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. 무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",저는 다른 사람들로부터 어떤 영향을 받나요?,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다.",4-15-2,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. 무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",제가 항상 유의해야 할 점은 무엇인가요?,"무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",4-15-3,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. 무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",유의해야 하는 점이 있나요?,"무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",4-15-4,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 말과 행동에 대한 압박을 느끼는 당신은 누가 진실을 말하고, 누가 거짓을 말하는지 잘 알 수 있는 사람입니다. 사람들의 관심을 받고싶어 지나치게 말하거나 이상한 행동을 하신 적이 있습니까? 이목을 끌고싶은 당신은 '관종(관심종자)'의 끼가 다분합니다. 말과 행동의 방식이 일관되지 않은 당신은 말이나 행동을 할 때 불안감에 휩싸이기도 합니다. 무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",말과 행동을 할 때 불안감에 휩싸일 때가 있는데 어떻게 해야 하나요?,"무슨 말이든 해야할 것 같은데? 무슨 말을 해야하지? 가만히 있어도 되나?' 라는 생각을 하며 말과 행동에 대한 압박을 느끼기 때문에 계속 말하고, 지나치게 말하고, 아무 말이나 하는 것입니다. 이것은 자신으로부터 비롯된 것이 아닌, 외부의 영향입니다. 이로 인해 당신은 위와 같은 현상을 겪을 수 있고, 다른 사람들과의 소통에 있어서 힘들어질 수 있기 때문에 지나친 말과 행동에 유의해야 합니다.",4-15-5,0.0,,,,,,,,,,,,,,,,,,,
생각센터(UNDEFINED),"다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다. 다양한 사고방식에 열려있는 당신은 사람, 책, 미디어 등 모든 것에서 오는 다양한 정보들이 흥미롭습니다. '이런 의견도 있구나. 저렇게 생각할 수도 있겠는데? 이 정보도 일리가 있어.' 라고 생각합니다. 하지만 다른 한 편으로는 '나는 왜 다 일리가 있다고 할까? 왜 자꾸 생각이나 의견이 바뀌지? 귀가 얇은가?' 라는 생각도 듭니다. 흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다. 그리고 자신의 생각과 의견만이 맞다고 합니다. 아주 고집스러워지는 것입니다. 영원히 바뀌지 않을 생각과 의견이 세상에 존재하기는 할까요? 당신에게는 어떤 생각이 더 좋은 것이고, 어떤 의견이 더 맞는 것인지 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 53%는 이 센터가 정의되어 있지 않습니다.","다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다. 다양한 사고방식에 열려있는 당신은 사람, 책, 미디어 등 모든 것에서 오는 다양한 정보들이 흥미롭습니다. '이런 의견도 있구나. 저렇게 생각할 수도 있겠는데? 이 정보도 일리가 있어.' 라고 생각합니다. 하지만 다른 한 편으로는 '나는 왜 다 일리가 있다고 할까? 왜 자꾸 생각이나 의견이 바뀌지? 귀가 얇은가?' 라는 생각도 듭니다. 흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다. 그리고 자신의 생각과 의견만이 맞다고 합니다. 아주 고집스러워지는 것입니다. 영원히 바뀌지 않을 생각과 의견이 세상에 존재하기는 할까요? 당신에게는 어떤 생각이 더 좋은 것이고, 어떤 의견이 더 맞는 것인지 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 53%는 이 센터가 정의되어 있지 않습니다.",저는 어떤 사람인가요?,다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다.,4-16-0,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다. 다양한 사고방식에 열려있는 당신은 사람, 책, 미디어 등 모든 것에서 오는 다양한 정보들이 흥미롭습니다. '이런 의견도 있구나. 저렇게 생각할 수도 있겠는데? 이 정보도 일리가 있어.' 라고 생각합니다. 하지만 다른 한 편으로는 '나는 왜 다 일리가 있다고 할까? 왜 자꾸 생각이나 의견이 바뀌지? 귀가 얇은가?' 라는 생각도 듭니다. 흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다. 그리고 자신의 생각과 의견만이 맞다고 합니다. 아주 고집스러워지는 것입니다. 영원히 바뀌지 않을 생각과 의견이 세상에 존재하기는 할까요? 당신에게는 어떤 생각이 더 좋은 것이고, 어떤 의견이 더 맞는 것인지 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 53%는 이 센터가 정의되어 있지 않습니다.",생각센터가 정의되어 있지 않은 사람은 어떤 사람인가요?,다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다.,4-16-1,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다. 다양한 사고방식에 열려있는 당신은 사람, 책, 미디어 등 모든 것에서 오는 다양한 정보들이 흥미롭습니다. '이런 의견도 있구나. 저렇게 생각할 수도 있겠는데? 이 정보도 일리가 있어.' 라고 생각합니다. 하지만 다른 한 편으로는 '나는 왜 다 일리가 있다고 할까? 왜 자꾸 생각이나 의견이 바뀌지? 귀가 얇은가?' 라는 생각도 듭니다. 흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다. 그리고 자신의 생각과 의견만이 맞다고 합니다. 아주 고집스러워지는 것입니다. 영원히 바뀌지 않을 생각과 의견이 세상에 존재하기는 할까요? 당신에게는 어떤 생각이 더 좋은 것이고, 어떤 의견이 더 맞는 것인지 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 53%는 이 센터가 정의되어 있지 않습니다.",저는 다른 사람들로부터 어떤 영향을 받나요?,다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다.,4-16-2,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다. 다양한 사고방식에 열려있는 당신은 사람, 책, 미디어 등 모든 것에서 오는 다양한 정보들이 흥미롭습니다. '이런 의견도 있구나. 저렇게 생각할 수도 있겠는데? 이 정보도 일리가 있어.' 라고 생각합니다. 하지만 다른 한 편으로는 '나는 왜 다 일리가 있다고 할까? 왜 자꾸 생각이나 의견이 바뀌지? 귀가 얇은가?' 라는 생각도 듭니다. 흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다. 그리고 자신의 생각과 의견만이 맞다고 합니다. 아주 고집스러워지는 것입니다. 영원히 바뀌지 않을 생각과 의견이 세상에 존재하기는 할까요? 당신에게는 어떤 생각이 더 좋은 것이고, 어떤 의견이 더 맞는 것인지 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 53%는 이 센터가 정의되어 있지 않습니다.",제 귀가 얇은가? 라는 생각이 많이 드는데 괜찮은건가요?,"흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다.",4-16-3,0.0,,,,,,,,,,,,,,,,,,,
,,"다른 사람이나 다른 무언가로 부터 오는 다양한 사고방식에 열려있는 당신은 정보를 스폰지 처럼 흡수하는 사람입니다. 다양한 사고방식에 열려있는 당신은 사람, 책, 미디어 등 모든 것에서 오는 다양한 정보들이 흥미롭습니다. '이런 의견도 있구나. 저렇게 생각할 수도 있겠는데? 이 정보도 일리가 있어.' 라고 생각합니다. 하지만 다른 한 편으로는 '나는 왜 다 일리가 있다고 할까? 왜 자꾸 생각이나 의견이 바뀌지? 귀가 얇은가?' 라는 생각도 듭니다. 흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다. 그리고 자신의 생각과 의견만이 맞다고 합니다. 아주 고집스러워지는 것입니다. 영원히 바뀌지 않을 생각과 의견이 세상에 존재하기는 할까요? 당신에게는 어떤 생각이 더 좋은 것이고, 어떤 의견이 더 맞는 것인지 잘 구별할 수 있는 잠재성이 있습니다.전체 인류의 약 53%는 이 센터가 정의되어 있지 않습니다.",제가 팔랑귀인데 괜찮은가요?,"흔히 말하는 팔랑귀, 그것이 바로 당신의 건강한 모습입니다. 팔랑귀라고 해서 무조건 나쁜 것이 아닙니다.이것을 문제로 여기기 시작할 때, 다양한 생각과 의견에 대한 당신의 열린 자세는 닫힌 자세로 바뀌어 특정 생각이나 의견에 자신을 묶어버립니다.",4-16-4,0.0,,,,,,,,,,,,,,,,,,,
